train/loss_step,epoch,created_at,train/loss_epoch,val/loss_step/epoch_10,val/loss_epoch,val/loss_step/epoch_11
2.0208382606506348,10.0,2024-05-21 02:29:49.018874,,,,
2.2026469707489014,10.0,2024-05-21 02:45:04.589528,,,,
2.2161881923675537,10.0,2024-05-21 03:00:19.722061,,,,
1.4708192348480225,10.0,2024-05-21 03:09:48.323894,,,,
1.9121853113174438,10.0,2024-05-21 03:19:18.322440,,,,
2.136552572250366,10.0,2024-05-21 03:34:33.579944,,,,
,10.0,2024-05-21 03:34:33.670767,1.845979928970337,,,
,,2024-05-21 03:40:43.962647,,2.3001341819763184,,
,,2024-05-21 03:40:44.095402,,2.4194681644439697,,
,,2024-05-21 03:40:44.246013,,2.5915427207946777,,
,,2024-05-21 03:40:44.375690,,2.683213710784912,,
,,2024-05-21 03:40:44.524957,,2.4869256019592285,,
,,2024-05-21 03:40:44.668111,,2.594792366027832,,
,,2024-05-21 03:40:44.817256,,2.509823799133301,,
,,2024-05-21 03:40:44.924976,,2.5807347297668457,,
,,2024-05-21 03:40:45.043485,,2.5408143997192383,,
,,2024-05-21 03:40:45.170555,,2.6079044342041016,,
,,2024-05-21 03:40:45.297695,,2.1002509593963623,,
,,2024-05-21 03:40:45.408910,,2.634687662124634,,
,,2024-05-21 03:40:45.554773,,2.621241807937622,,
,,2024-05-21 03:40:45.709703,,2.7904880046844482,,
,,2024-05-21 03:40:45.834215,,2.63218355178833,,
,,2024-05-21 03:40:45.961693,,2.799731731414795,,
,,2024-05-21 03:40:46.082031,,2.4703235626220703,,
,,2024-05-21 03:40:46.262823,,2.7155375480651855,,
,,2024-05-21 03:40:46.397000,,2.7413809299468994,,
,,2024-05-21 03:40:46.550742,,2.4487810134887695,,
,,2024-05-21 03:40:46.729697,,2.572848081588745,,
,,2024-05-21 03:40:46.886206,,2.21364688873291,,
,,2024-05-21 03:40:47.069696,,2.645660400390625,,
,,2024-05-21 03:40:47.248949,,2.832380533218384,,
,,2024-05-21 03:40:47.437706,,2.5344440937042236,,
,,2024-05-21 03:40:47.597751,,2.6443710327148438,,
,,2024-05-21 03:40:47.765459,,2.629582166671753,,
,,2024-05-21 03:40:47.935233,,2.7806384563446045,,
,,2024-05-21 03:40:48.090839,,1.960736870765686,,
,,2024-05-21 03:40:48.240863,,2.7554991245269775,,
,,2024-05-21 03:40:48.350331,,2.315951347351074,,
,,2024-05-21 03:40:48.469032,,2.20178484916687,,
,,2024-05-21 03:40:48.621713,,2.4031155109405518,,
,,2024-05-21 03:40:48.789707,,2.335350275039673,,
,,2024-05-21 03:40:48.932231,,2.2147088050842285,,
,,2024-05-21 03:40:49.078035,,2.3702070713043213,,
,,2024-05-21 03:40:49.248153,,2.329763889312744,,
,,2024-05-21 03:40:49.409893,,1.973276972770691,,
,,2024-05-21 03:40:49.555071,,3.0223653316497803,,
,,2024-05-21 03:40:49.742855,,2.904953956604004,,
,,2024-05-21 03:40:49.902602,,2.625699758529663,,
,,2024-05-21 03:40:50.049322,,2.5025634765625,,
,,2024-05-21 03:40:50.202251,,2.8783462047576904,,
,,2024-05-21 03:40:50.324275,,2.4795756340026855,,
,,2024-05-21 03:40:50.497701,,2.671100616455078,,
,,2024-05-21 03:40:50.698733,,2.4890072345733643,,
,,2024-05-21 03:40:50.854011,,2.8431038856506348,,
,,2024-05-21 03:40:50.993977,,0.2417096048593521,,
,,2024-05-21 03:40:51.147076,,2.7105906009674072,,
,,2024-05-21 03:40:51.345695,,2.860732316970825,,
,,2024-05-21 03:40:51.533691,,2.227268695831299,,
,,2024-05-21 03:40:51.677698,,2.220165729522705,,
,,2024-05-21 03:40:51.826878,,2.5439460277557373,,
,,2024-05-21 03:40:51.969731,,2.326677083969116,,
,,2024-05-21 03:40:52.097697,,2.8441812992095947,,
,,2024-05-21 03:40:52.253699,,2.4350080490112305,,
,,2024-05-21 03:40:52.401410,,2.1867053508758545,,
,,2024-05-21 03:40:52.536218,,2.086378812789917,,
,,2024-05-21 03:40:52.700594,,1.5346684455871582,,
,,2024-05-21 03:40:52.877674,,2.2940030097961426,,
,,2024-05-21 03:40:53.021631,,1.8790977001190186,,
,,2024-05-21 03:40:53.163325,,2.295639991760254,,
,,2024-05-21 03:40:53.335897,,1.8350212574005127,,
,,2024-05-21 03:40:53.482956,,2.541300058364868,,
,,2024-05-21 03:40:53.629625,,1.9934566020965576,,
,,2024-05-21 03:40:53.749616,,1.7311151027679443,,
,,2024-05-21 03:40:53.901628,,1.745612382888794,,
,,2024-05-21 03:40:54.055618,,2.6558797359466553,,
,,2024-05-21 03:40:54.247304,,2.1153814792633057,,
,,2024-05-21 03:40:54.474378,,1.899742841720581,,
,,2024-05-21 03:40:54.630683,,2.347362756729126,,
,,2024-05-21 03:40:54.805634,,2.3796205520629883,,
,,2024-05-21 03:40:54.969488,,1.7922793626785278,,
,,2024-05-21 03:40:55.087410,,2.43113112449646,,
,,2024-05-21 03:40:55.233824,,2.251654624938965,,
,10.0,2024-05-21 03:41:40.986533,,,2.3891918659210205,
1.8108340501785278,11.0,2024-05-21 03:56:54.322146,,,,
1.6385422945022583,11.0,2024-05-21 04:06:22.095928,,,,
2.0880839824676514,11.0,2024-05-21 04:15:47.797953,,,,
1.6084882020950317,11.0,2024-05-21 04:25:15.570946,,,,
1.5748132467269897,11.0,2024-05-21 04:34:42.317315,,,,
2.017150402069092,11.0,2024-05-21 04:44:11.194437,,,,
,11.0,2024-05-21 04:44:11.302220,1.786026954650879,,,
,,2024-05-21 04:50:20.706613,,,,2.3989429473876953
,,2024-05-21 04:50:20.893710,,,,2.438647985458374
,,2024-05-21 04:50:21.015270,,,,2.584260940551758
,,2024-05-21 04:50:21.132350,,,,2.710094451904297
,,2024-05-21 04:50:21.253696,,,,2.4686319828033447
,,2024-05-21 04:50:21.372538,,,,2.621910810470581
,,2024-05-21 04:50:21.541694,,,,2.479344129562378
,,2024-05-21 04:50:21.655369,,,,2.568748950958252
,,2024-05-21 04:50:21.762869,,,,2.551058292388916
,,2024-05-21 04:50:21.890226,,,,2.6062605381011963
,,2024-05-21 04:50:22.039216,,,,2.1225802898406982
,,2024-05-21 04:50:22.177699,,,,2.6904666423797607
,,2024-05-21 04:50:22.300194,,,,2.6807830333709717
,,2024-05-21 04:50:22.453704,,,,2.8279428482055664
,,2024-05-21 04:50:22.633701,,,,2.6647372245788574
,,2024-05-21 04:50:22.760052,,,,2.7810988426208496
,,2024-05-21 04:50:22.885696,,,,2.506767749786377
,,2024-05-21 04:50:23.029704,,,,2.790330171585083
,,2024-05-21 04:50:23.175842,,,,2.8240902423858643
,,2024-05-21 04:50:23.305462,,,,2.5454726219177246
,,2024-05-21 04:50:23.459663,,,,2.6946702003479004
,,2024-05-21 04:50:23.645454,,,,2.2751972675323486
,,2024-05-21 04:50:23.833680,,,,2.665163993835449
,,2024-05-21 04:50:23.977695,,,,2.948091506958008
,,2024-05-21 04:50:24.123106,,,,2.613391160964966
,,2024-05-21 04:50:24.269247,,,,2.7079074382781982
,,2024-05-21 04:50:24.441693,,,,2.6955790519714355
,,2024-05-21 04:50:24.609461,,,,2.8675849437713623
,,2024-05-21 04:50:24.737695,,,,1.9925875663757324
,,2024-05-21 04:50:24.865399,,,,2.820438861846924
,,2024-05-21 04:50:25.029708,,,,2.3617639541625977
,,2024-05-21 04:50:25.199302,,,,2.249429702758789
,,2024-05-21 04:50:25.365700,,,,2.337747573852539
,,2024-05-21 04:50:25.494348,,,,2.3812153339385986
,,2024-05-21 04:50:25.657964,,,,2.301406145095825
